date,price
2021-10-31,2.11
2021-11-01,1.3965
2021-11-02,2.162935294117647
2021-11-03,1.71488999
2021-11-04,1.054591304347826
2021-11-05,1.343745
2021-11-06,1.3837846153846154
2021-11-07,2.034748
2021-11-08,1.5412142857142856
2021-11-09,1.1589473684210525
2021-11-10,1.86538
2021-11-11,2.101875
2021-11-12,2.175666666666667
2021-11-13,2.423628301886793
2021-11-14,3.54487970857993
2021-11-15,3.1552709062604647
2021-11-16,4.553962962962963
2021-11-17,3.677071074380165
2021-11-18,4.003752476531019
2021-11-19,3.8510926829268293
2021-11-20,2.4709310344827586
2021-11-21,2.7074107142857144
2021-11-22,2.8424
2021-11-23,3.5492299000000003
2021-11-24,2.5566666666666666
2021-11-25,2.361453333333333
2021-11-26,4.3755
2021-11-27,2.5549916666666665
2021-11-28,2.65
2021-11-29,5.002580645161291
2021-11-30,2.0187749999999998
2021-12-01,2.899629411764706
2021-12-02,1.36908
2021-12-03,2.8707
2021-12-04,1.8384882352941176
2021-12-05,3.2319866666666663
2021-12-06,2.4276315789473686
2021-12-07,8.566923076923077
2021-12-08,2.47215
2021-12-09,2.4465076923076925
2021-12-10,2.6292142857142857
2021-12-11,1.6177777777777778
2021-12-12,2.41041875
2021-12-13,1.66258
2021-12-14,2.5520333333333336
2021-12-15,2.49068
2021-12-16,1.3489466666666667
2021-12-17,2.961556521739131
2021-12-18,1.747142857142857
2021-12-19,2.4604444444444447
2021-12-20,2.6248333333333336
2021-12-21,2.7299375
2021-12-22,2.4833285714285713
2021-12-23,3.4455697674418606
2021-12-24,3.463667205
2021-12-25,3.7011661359223305
2021-12-26,4.939014929146128
2021-12-27,4.821976912855255
2021-12-28,3.8474196078431375
2021-12-29,4.0727166666666665
2021-12-30,4.211223076923076
2021-12-31,3.935532558139535
2022-01-01,5.49963394205252
2022-01-02,6.46969358635254
2022-01-03,7.401095545801526
2022-01-04,5.7757197530864195
2022-01-05,5.554041184933541
2022-01-06,5.612468181818182
2022-01-07,5.525835483870968
2022-01-08,4.232088888888889
2022-01-09,5.359067391304348
2022-01-10,6.336165909090909
2022-01-11,5.690554761904762
2022-01-12,5.597327586206896
2022-01-13,4.439130434782609
